Unnamed: 0,id,nome_do_alimento,categoria,calorias,proteinas,carboidratos,gorduras,gorduras_saturadas,fibras,colesterol,gorduras_trans,gorduras_monoinsaturadas,gorduras_polinsaturadas
1576,1577,bife de porco ou costeleta frita so com carne magra,Meats,171.0,24.61,0.07,7.42,2.595,0.0,79.0,0,0,805.0
1577,1578,bife de porco ou costeleta grelhada ou assada com carne magra,Meats,171.0,24.61,0.07,7.42,2.595,0.0,79.0,0,0,805.0
1578,1579,bife de porco ou costeleta grelhada ou assada magra e gorda consumida,Meats,239.0,22.96,0.06,15.86,5.581,0.0,82.0,0,0,2049.0
1579,1580,bife de porco ou costeleta grelhada ou assada ns quanto a gordura consumida,Meats,239.0,22.96,0.06,15.86,5.581,0.0,82.0,0,0,2049.0
1580,1581,bife de porco ou costeleta ns quanto ao metodo de cozimento com carne magra e gordura,Meats,239.0,22.96,0.06,15.86,5.581,0.0,82.0,0,0,2049.0
1581,1582,bife de porco ou costeleta ns quanto ao metodo de cozimento comido apenas com carne magra,Meats,171.0,24.61,0.07,7.42,2.595,0.0,79.0,0,0,805.0
1582,1583,bife de porco ou costeleta ns quanto ao metodo de cozimento ns quanto a gordura consumida,Meats,239.0,22.96,0.06,15.86,5.581,0.0,82.0,0,0,2049.0
1583,1584,bife de tira de lombo grelhado,Meats,212.0,29.33,0.0,9.67,3.754,0.0,88.0,0,0,359.0
1584,1585,bife de tiras de carne alimentada com grama magra,Meats,117.0,23.07,0.0,2.69,1.032,0.0,55.0,0.113,0,108.0
1585,1586,bife de vaca frito so comido magro,Meats,184.0,29.23,0.0,6.75,2.643,0.0,81.0,0,0,333.0
1586,1587,bife de vaca refogado so comido magro,Meats,164.0,28.94,0.0,5.34,2.15,0.0,76.0,0,0,375.0
1587,1588,bife de veado/veado cozido ns quanto ao metodo de cozimento,Meats,150.0,29.8,0.0,2.61,1.434,0.0,78.0,0,0,185.0
1588,1589,bife de veado/veado empanado ou enfarinhado cozido ns quanto ao metodo de cozimento,Meats,224.0,24.88,12.38,7.68,2.011,0.8,86.0,0,0,2396.0
1589,1590,bife do lombo classico tgi fridays (10 oz),Restaurant Foods,196.0,31.02,0.47,7.83,2.451,0,95.0,0.28,0,676.0
1590,1591,bife do lombo da casa de 9 oncas applebees,Restaurant Foods,189.0,26.85,0.0,9.08,3.477,0,79.0,0.314,0,532.0
1591,1592,bife do lombo de boi separavel de carne magra e gordura aparada em 1/8 de polegada de gordura opcao cozida grelhada,Meats,257.0,26.8,0.0,15.75,6.202,0.0,96.0,0,0,583.0
1592,1593,bife do lombo de boi separavel magro e gordura aparados em 0 polegada de gordura escolha cozido grelhado,Meats,219.0,29.02,0.0,10.54,4.09,0.0,89.0,0,0,391.0
1593,1594,bife do lombo de boi separavel magro e gordura aparados em 1/8 de polegada de gordura escolha cozido frito na frigideira,Meats,313.0,28.77,0.0,21.06,8.18,0.0,98.0,0,0,1710.0
1594,1595,bife do lombo de bufala,Meats,171.0,28.05,0.0,5.65,2.412,0.0,86.0,0,0,266.0
1595,1596,bife do lombo de vaca carne magra e gordura separaveis cortadas em 1/8 de polegada de gordura crua,Meats,214.0,19.92,0.0,14.28,5.763,0.0,78.0,0,0,543.0
1596,1597,bife do lombo de vaca carne magra e gordura separaveis cortadas em 1/8 de polegada de gordura todos os tipos crus,Meats,201.0,20.3,0.0,12.71,5.127,0.0,75.0,0,0,483.0
1597,1598,bife do lombo de vaca com carne magra e gordura separaveis cortadas em 1/8 de polegada de gordura selecionada crua,Meats,189.0,20.68,0.0,11.13,4.491,0.0,72.0,0,0,423.0
1598,1599,bife do lombo de vaca separavel apenas magra aparado ate 1/8 de polegada de gordura selecione cozido grelhado,Meats,194.0,29.07,0.0,7.76,2.953,0.0,83.0,0,0,277.0
1599,1600,bife do lombo de vaca separavel apenas magra aparado ate 1/8 de polegada de gordura todos os tipos cozido grelhado,Meats,200.0,29.04,0.0,8.39,3.195,0.0,82.0,0,0,319.0
1600,1601,bife do lombo de vaca separavel apenas magra aparado para 1/8 de polegada de gordura escolha cozido grelhado,Meats,206.0,29.01,0.0,9.1,3.465,0.0,85.0,0,0,325.0
1601,1602,bife do lombo de vaca separavel apenas magro aparado ate 1/8 de polegada de gordura todos os tipos crus,Meats,131.0,22.09,0.0,4.08,1.508,0.0,60.0,0,0,190.0
1602,1603,bife do lombo de vaca separavel apenas magro aparado em 1/8 de polegada de gordura selecione cru,Meats,127.0,22.27,0.0,3.54,1.307,0.0,59.0,0,0,167.0
1603,1604,bife do lombo de vaca separavel magra e gorda cortada em 1/8 de polegada de gordura opcao cozida grelhada,Meats,273.0,26.43,0.0,17.78,7.001,0.0,99.0,0,0,658.0
1604,1605,bife do lombo de vaca separavel magra e gorda cortada em 1/8 de polegada de gordura selecionada cozida grelhada,Meats,262.0,26.48,0.0,16.53,6.511,0.0,96.0,0,0,612.0
1605,1606,bife do lombo de vaca separavel magro e gordura aparado em 1/8 de polegada de gordura todos os tipos cozido grelhado,Meats,267.0,26.46,0.0,17.12,6.743,0.0,97.0,0,0,654.0
1606,1607,bife do lombo de vaca separavel magro e gordura aparados em 0 polegada de gordura selecione cozido grelhado,Meats,206.0,29.65,0.0,8.8,3.417,0.0,87.0,0,0,327.0
1607,1608,bife do lombo de vaca separavel magro e gordura aparados em 1/8 de polegada de gordura todos os tipos cozido grelhado,Meats,243.0,26.96,0.0,14.23,5.603,0.0,92.0,0,0,547.0
1608,1609,bife do lombo dennys top,Restaurant Foods,182.0,28.9,0.14,7.34,2.595,0,82.0,0.276,0,672.0
1609,1610,bife do lombo estilo familiar de restaurante,Restaurant Foods,195.0,29.8,0.0,8.48,3.143,0,87.0,0.354,0,673.0
1610,1611,bife do lombo grelhado,Meats,198.0,30.7,0.0,8.32,3.296,0.0,93.0,0.438,0,593.0
1611,1612,bife do lombo grelhado cracker barrel,Restaurant Foods,203.0,31.52,0.0,8.52,3.045,0,87.0,0.426,0,742.0
1612,1613,bife do lombo superior com carne magra e gordura separaveis cortadas em 1/8 de polegada de gordura selecionada cozida grelhada,Meats,230.0,27.12,0.0,12.71,5.004,0.0,89.0,0,0,471.0
1613,1614,bife do lombo superior com carne magra separavel apenas cortada em 1/8 de polegada de gordura crua,Meats,135.0,21.91,0.0,4.62,1.709,0.0,61.0,0,0,214.0
1614,1615,bife do lombo superior separado apenas com carne magra aparada em 1/8 de polegada de gordura opcao cozida grelhada,Meats,187.0,29.51,0.0,6.72,2.56,0.0,81.0,0,0,259.0
1615,1616,bife do lombo superior separavel apenas carne magra aparada em 0 polegada de gordura opcao cozida grelhada,Meats,188.0,30.29,0.0,6.55,2.495,0.0,83.0,0,0,241.0
1616,1617,bife do lombo superior separavel apenas magra aparado ate 0 polegada de gordura todos os tipos cozido grelhado,Meats,183.0,30.55,0.0,5.79,2.205,0.0,82.0,0,0,213.0
1617,1618,bife do lombo superior separavel apenas magra aparado ate 1/8 de polegada de gordura selecione cozido grelhado,Meats,170.0,29.34,0.0,4.96,1.889,0.0,77.0,0,0,196.0
1618,1619,bife do lombo superior separavel apenas magra aparado ate 1/8 de polegada de gordura todos os tipos cozido grelhado,Meats,178.0,29.42,0.0,5.84,2.224,0.0,79.0,0,0,227.0
1619,1620,bife e legumes enlatados,No category,61.663548,4.4,6.2,1.9,0.91,1.2,15,75.81,0.74,0.08
1620,1621,bife empanado frito magro comido e gordura,Meats,252.0,19.86,11.02,14.2,4.86,0.4,130.0,0,0,2369.0
1621,1622,bife empanado frito ns quanto a gordura comida,Meats,231.0,21.2,9.96,11.79,3.894,0.3,124.0,0,0,2120.0
1622,1623,bife empanado frito so comido magro,Meats,236.0,20.34,11.02,12.28,3.992,0.4,129.0,0,0,2294.0
1623,1624,bife empanado ou enfarinhado assado ou frito comido magro e gordo,Meats,267.0,24.42,12.18,13.37,4.229,0.7,60.0,0,0,2651.0
1624,1625,bife empanado ou enfarinhado assado ou frito so comido magro,Meats,247.0,25.04,12.18,10.91,3.116,0.7,59.0,0,0,2554.0
1625,1626,bife file de ribeye desossado separavel somente magro aparado em 0 polegada de gordura opcao cozido grelhado,Meats,208.0,28.35,0.51,10.26,3.616,0.0,82.0,0.466,0,407.0
1626,1627,bife mock mock tender bife desossado separavel apenas magro aparado a 0 polegada de gordura escolha cozido refogado,Meats,197.0,33.55,0.0,6.94,2.708,0.0,113.0,0.282,0,522.0
1627,1628,bife mock mock tender bife desossado separavel apenas magro aparado a 0 polegada de gordura escolha cru,Meats,127.0,21.36,0.0,4.6,1.884,0.0,67.0,0.183,0,348.0
1628,1629,bife mock mock tender bife desossado separavel apenas magro aparado em 0 polegada de gordura selecione cru,Meats,117.0,21.22,0.0,3.53,1.47,0.0,68.0,0.164,0,320.0
1629,1630,bife mock mock tender bife desossado separavel magro e gordura aparado em 0 polegada de gordura escolha cozido refogado,Meats,225.0,32.21,0.0,10.74,3.888,0.0,112.0,0.488,0,611.0
1630,1631,bife mock mock tender bife desossado separavel magro e gordura aparado em 0 polegada de gordura escolha cru,Meats,131.0,21.19,0.0,5.18,2.114,0.0,67.0,0.222,0,365.0
1631,1632,bife mock mock tender bife desossado separavel magro e gordura aparado em 0 polegada de gordura selecione cozido refogado,Meats,211.0,31.86,0.0,9.34,3.263,0.0,115.0,0.457,0,569.0
1632,1633,bife mock mock tender bife desossado separavel magro e gordura aparados em 0 polegada de gordura todos os graus cozido refogado,Meats,220.0,32.07,0.0,10.18,3.638,0.0,113.0,0.475,0,1044.0
1633,1634,bife mock mock tender bife desossado separavel somente magro aparado em 0 polegada de gordura selecione cozido refogado,Meats,181.0,32.96,0.0,5.44,2.238,0.0,117.0,0.282,0,493.0
1634,1635,bife mock mock tender bife separavel apenas magro aparado em 0 polegada de gordura escolha cozido grelhado,Meats,161.0,25.74,0.0,5.69,1.71,0.0,94.0,0,0,400.0
1635,1636,bife mock mock tender bife separavel apenas magro aparado em 0 polegada de gordura selecione cozido grelhado,Meats,157.0,26.13,0.0,5.02,2.0,0.0,99.0,0,0,360.0
1636,1637,bife mock mock tender bife separavel apenas magro aparado em 0 polegada de gordura todos os tipos cozido grelhado,Meats,159.0,25.9,0.0,5.42,1.828,0.0,63.0,0,0,384.0
1637,1638,bife mock tender bife separavel magro e gordura aparados em 0 polegada de gordura todos os tipos cozido grelhado,Meats,160.0,25.87,0.0,5.52,1.871,0.0,63.0,0,0,387.0
1638,1639,bife mock tender bife separavel magro e gordura aparados em 0 polegada de gordura usda choice cozido grelhado,Meats,161.0,25.73,0.0,5.72,1.721,0.0,65.0,0,0,401.0
1639,1640,bife ns quanto ao metodo de cozimento comido apenas com carne magra,Meats,184.0,29.23,0.0,6.75,2.643,0.0,81.0,0,0,333.0
1640,1641,bife ns quanto ao metodo de cozimento comido magro e gordo,Meats,235.0,27.06,0.0,13.44,5.576,0.0,87.0,0,0,595.0
1641,1642,bife ns quanto ao metodo de cozimento ns quanto a gordura consumida,Meats,184.0,29.23,0.0,6.75,2.643,0.0,81.0,0,0,333.0
1642,1643,bife ns quanto ao tipo de carne cozida magra apenas consumida,Meats,184.0,29.23,0.0,6.75,2.643,0.0,81.0,0,0,333.0
1643,1644,bife ou costeleta de porco empanado ou enfarinhado frito com carne magra,Meats,275.0,21.81,16.26,13.11,3.214,1.0,95.0,0,0,3563.0
1644,1645,bife porterhouse grelhado,Meats,213.0,28.16,0.0,10.32,4.026,0.0,82.0,0.532,0,513.0
1645,1646,bife porterhouse grelhado (escolha),Meats,221.0,27.65,0.0,11.36,4.407,0.0,85.0,0.565,0,569.0
1646,1647,bife redondo assado redondo separavel somente magro aparado em 1/8 de polegada de gordura selecione cozido assado,Meats,163.0,29.59,0.0,4.11,1.416,0.0,75.0,0,0,166.0
1647,1648,bife redondo bife redondo desossado separavel magro e gordura aparado em 0 polegada de gordura escolha crua,Meats,127.0,23.24,0.0,3.83,1.343,0.0,58.0,0.174,0,266.0
1648,1649,bife redondo bife redondo desossado separavel magro e gordura aparado em 0 polegada de gordura selecione cozido grelhado,Meats,154.0,29.47,0.0,3.98,1.557,0.0,81.0,0.215,0,296.0
1649,1650,bife redondo bife redondo desossado separavel magro e gordura aparado em 0 polegada de gordura selecione cru,Meats,120.0,23.3,0.0,2.95,1.199,0.0,62.0,0.165,0,228.0
1650,1651,bife redondo bife redondo desossado separavel magro e gordura aparado em 0 polegada de gordura todos os tipos cozido grelhado,Meats,159.0,29.66,0.0,4.47,1.669,0.0,78.0,0.221,0,326.0
1651,1652,bife redondo bife redondo desossado separavel magro e gordura aparados em 0 polegada de gordura todos os graus crus,Meats,124.0,23.26,0.0,3.48,1.285,0.0,60.0,0.17,0,251.0
1652,1653,bife redondo bife redondo desossado separavel magro e gordura cortado em 0 polegada de gordura escolha cozido grelhado,Meats,163.0,29.79,0.0,4.83,1.744,0.0,76.0,0.225,0,346.0
1653,1654,bife redondo bife redondo desossado separavel somente magro aparado em 0 polegada de gordura escolha cozido grelhado,Meats,158.0,29.94,0.0,4.26,1.476,0.0,76.0,0.185,0,322.0
1654,1655,bife redondo bife redondo desossado separavel somente magro aparado em 0 polegada de gordura escolha cru,Meats,124.0,23.35,0.0,3.38,1.137,0.0,58.0,0.142,0,248.0
1655,1656,bife redondo bife redondo desossado separavel somente magro aparado em 0 polegada de gordura selecione cozido grelhado,Meats,149.0,29.52,0.0,3.43,1.313,0.0,81.0,0.178,0,273.0
1656,1657,bife redondo bife redondo desossado separavel somente magro aparado em 0 polegada de gordura selecione cru,Meats,116.0,23.41,0.0,2.52,1.011,0.0,62.0,0.137,0,211.0
1657,1658,bife redondo bife redondo desossado separavel somente magro aparado em 0 polegada de gordura todos os tipos cozido grelhado,Meats,155.0,29.85,0.0,3.9,1.41,0.0,78.0,0.182,0,302.0
1658,1659,bife redondo bife redondo desossado separavel somente magro aparado em 0 polegada de gordura todos os tipos cru,Meats,121.0,23.37,0.0,3.04,1.086,0.0,60.0,0.14,0,233.0
1659,1660,bife redondo de bufalo ao ar livre cozido (shoshone bannock),American Indian,146.0,32.51,0.0,1.8,0.595,0,82.0,0.088,0,171.0
1660,1661,bife redondo grelhado,Meats,162.0,30.09,0.0,3.77,1.556,0.0,86.0,0.191,0,310.0
1661,1662,bife redondo inferior redondo separavel magro e gordura aparado em 1/8 de polegada de gordura escolha crua,Meats,198.0,20.71,0.0,12.15,4.784,0.0,75.0,0,0,464.0
1662,1663,bife redondo inferior redondo separavel magro e gordura aparados em 1/8 de polegada de gordura todos os graus crus,Meats,192.0,20.7,0.0,11.54,4.544,0.0,73.0,0,0,441.0
1663,1664,bife redondo redondo assado desossado separavel magro e gordo aparado em 0 polegada de gordura todos os graus cru,Meats,124.0,23.27,0.0,3.44,1.276,0.0,60.0,0.169,0,250.0
1664,1665,bife redondo redondo assado desossado separavel magro e gordura aparado em 0 polegada de gordura escolha cozido assado,Meats,171.0,29.79,0.0,4.83,1.656,0.0,74.0,0.213,0,333.0
1665,1666,bife redondo redondo assado desossado separavel magro e gordura cortado em 0 polegada de gordura selecione cozido assado,Meats,162.0,29.45,0.0,3.97,1.555,0.0,79.0,0.215,0,292.0
1666,1667,bife redondo redondo assado desossado separavel somente magro aparado em 0 polegada de gordura escolha cozido assado,Meats,166.0,29.94,0.0,4.26,1.439,0.0,74.0,0.18,0,314.0
1667,1668,bife redondo redondo assado desossado separavel somente magro aparado em 0 polegada de gordura selecione cozido assado,Meats,157.0,29.52,0.0,3.43,1.28,0.0,79.0,0.173,0,266.0
1668,1669,bife redondo redondo assado desossado separavel somente magro aparado em 0 polegada de gordura todos os tipos cozido assado,Meats,163.0,29.85,0.0,3.9,1.375,0.0,76.0,0.177,0,295.0
1669,1670,bife redondo redondo assado redondo separavel magro e gordura aparado em 1/8 de polegada de gordura selecione cru,Meats,160.0,21.3,0.08,7.57,2.98,0.0,66.0,0,0,289.0
1670,1671,bife redondo redondo assado separavel magro e gordura aparados em 1/8 de polegada de gordura escolha cozido assado,Meats,212.0,28.48,0.0,10.05,3.813,0.0,86.0,0,0,387.0
1671,1672,bife redondo redondo assado separavel magro e gordura aparados em 1/8 de polegada de gordura selecione cozido assado,Meats,204.0,28.13,0.0,9.26,3.515,0.0,83.0,0,0,357.0
1672,1673,bife redondo redondo assado separavel magro e gordura aparados em 1/8 de polegada de gordura todos os tipos cozido assado,Meats,208.0,28.31,0.0,9.65,3.664,0.0,84.0,0,0,392.0
1673,1674,bife redondo redondo assado separavel somente magro aparado em 1/8 de polegada de gordura opcao cozido assado,Meats,175.0,29.87,0.0,5.3,1.828,0.0,78.0,0,0,214.0
1674,1675,bife redondo redondo assado separavel somente magro aparado em 1/8 de polegada de gordura todos os tipos cozido assado,Meats,169.0,29.73,0.0,4.71,1.624,0.0,76.0,0,0,209.0
1675,1676,bife redondo redondo bife desossado separavel magro e gordura aparado em 0 polegada de gordura crua,Meats,127.0,23.49,0.0,3.66,1.424,0.0,62.0,0.171,0,247.0
1676,1677,bife redondo redondo bife desossado separavel magro e gordura aparado em 0 polegada de gordura todos os graus cru,Meats,124.0,23.49,0.0,3.34,1.287,0.0,62.0,0.163,0,238.0
1677,1678,bife redondo redondo bife desossado separavel magro e gordura cortado em 0 polegada de gordura escolha cozido grelhado,Meats,170.0,30.12,0.0,4.62,1.769,0.0,86.0,0.212,0,307.0
1678,1679,bife redondo redondo bife desossado separavel magro e gordura cortado em 0 polegada de gordura todos os tipos cozido grelhado,Meats,167.0,29.96,0.0,4.28,1.788,0.0,86.0,0.227,0,331.0
1679,1680,bife redondo redondo bife desossado separavel somente magro aparado em 0 polegada de gordura escolha cozido grelhado,Meats,166.0,30.24,0.0,4.11,1.562,0.0,85.0,0.18,0,289.0
1680,1681,bife redondo redondo bife desossado separavel somente magro aparado em 0 polegada de gordura escolha cru,Meats,124.0,23.59,0.0,3.26,1.253,0.0,61.0,0.144,0,232.0
1681,1682,bife redondo redondo bife desossado separavel somente magro aparado em 0 polegada de gordura todos os tipos cru,Meats,121.0,23.59,0.0,2.94,1.12,0.0,62.0,0.138,0,223.0
1682,1683,bife redondo redondo bife separavel somente magro aparado em 1/8 de polegada de gordura escolha cozido grelhado,Meats,193.0,32.04,0.0,6.25,2.154,0.0,86.0,0,0,252.0
1683,1684,bife redondo redondo bife separavel somente magro aparado em 1/8 de polegada de gordura selecione cozido grelhado,Meats,177.0,31.61,0.0,4.65,1.602,0.0,82.0,0,0,188.0
1684,1685,bife redondo redondo bife separavel somente magro aparado em 1/8 de polegada de gordura todos os graus cru,Meats,135.0,22.91,0.0,4.09,1.399,0.0,55.0,0,0,175.0
1685,1686,bife redondo redondo bife separavel somente magro aparado em 1/8 de polegada de gordura todos os tipos cozido grelhado,Meats,185.0,31.82,0.0,5.45,1.878,0.0,84.0,0,0,239.0
1686,1687,bife redondo redondo inferior bife separavel magro e gordura aparado em 0 polegada de gordura opcao cozido refogado,Meats,230.0,32.73,0.0,10.0,3.593,0.0,96.0,0,0,377.0
1687,1688,bife redondo redondo inferior bife separavel magro e gordura aparado em 1/8 de polegada de gordura escolha cozido refogado,Meats,254.0,32.85,0.0,12.56,4.766,0.0,101.0,0,0,484.0
1688,1689,bife redondo redondo inferior bife separavel somente magro aparado em 0 polegada de gordura opcao cozido refogado,Meats,223.0,33.08,0.0,9.03,3.152,0.0,95.0,0,0,337.0
1689,1690,bife redondo redondo inferior bife separavel somente magro aparado em 0 polegada de gordura todos os tipos cozido refogado,Meats,214.0,34.0,0.0,7.67,2.675,0.0,93.0,0,0,286.0
1690,1691,bife redondo redondo inferior bife separavel somente magro aparado em 1/8 de polegada de gordura opcao cozido refogado,Meats,228.0,34.22,0.0,9.02,3.109,0.0,97.0,0,0,383.0
1691,1692,bife redondo redondo inferior bife separavel somente magro aparado em 1/8 de polegada de gordura selecione cozido refogado,Meats,205.0,34.46,0.0,6.43,2.216,0.0,92.0,0,0,260.0
1692,1693,bife redondo redondo inferior bife separavel somente magro aparado em 1/8 de polegada de gordura todos os tipos cozido refogado,Meats,216.0,34.34,0.0,7.73,2.663,0.0,94.0,0,0,331.0
1693,1694,bife redondo redondo inferior separavel magro e gordura aparados em 1/8 de polegada de gordura todos os tipos cozido refogado,Meats,247.0,32.76,0.0,11.87,4.506,0.0,100.0,0,0,478.0
1694,1695,bife redondo redondo redondo separavel apenas magro aparado em 1/8 de polegada de gordura escolha cru,Meats,140.0,22.69,0.0,4.78,1.637,0.0,63.0,0,0,219.0
1695,1696,bife redondo redondo redondo separavel magro e gordura aparado em 1/8 de polegada de gordura escolha crua,Meats,168.0,21.94,0.0,8.19,3.224,0.0,69.0,0,0,313.0
1696,1697,bife redondo redondo redondo separavel magro e gordura aparado em 1/8 de polegada de gordura prime cozido grelhado,Meats,225.0,31.27,0.0,10.1,3.61,0.0,84.0,0,0,460.0
1697,1698,bife redondo redondo redondo separavel magro e gordura aparado em 1/8 de polegada de gordura selecione cru,Meats,164.0,22.18,0.0,7.68,3.023,0.0,68.0,0,0,293.0
1698,1699,bife redondo redondo redondo separavel magro e gordura aparado em 1/8 de polegada de gordura todos os graus crus,Meats,166.0,22.06,0.0,7.93,3.123,0.0,69.0,0,0,303.0
1699,1700,bife redondo redondo redondo separavel magro e gordura cortado em 1/8 de polegada de gordura escolha cozido grelhado,Meats,224.0,30.7,0.0,10.27,3.898,0.0,92.0,0,0,396.0
1700,1701,bife redondo redondo redondo separavel magro e gordura cortado em 1/8 de polegada de gordura selecione cozido grelhado,Meats,201.0,30.63,0.0,7.73,2.933,0.0,87.0,0,0,298.0
1701,1702,bife refogado e cebola enlatado,No category,63.097584,7.2,4.5,1.6,0.72,0.8,25,55.94,0.63,0.05
1702,1703,bife refogado magro e gordo comido,Meats,251.0,30.8,0.0,13.19,5.117,0.0,105.0,0,0,436.0
1703,1704,bife refogado ns quanto a gordura comida,Meats,251.0,30.8,0.0,13.19,5.117,0.0,105.0,0,0,436.0
1704,1705,bife ribeye (file),Meats,186.0,29.39,0.0,7.61,2.588,0.0,82.0,0.295,0,255.0
1705,1706,bife ribeye cap bife desossado separavel apenas magro aparado em 0 polegada de gordura selecione cru,Meats,169.0,20.05,1.15,9.39,3.626,0.0,63.0,0.405,0,344.0
1706,1707,bife ribeye cap bife desossado separavel apenas magro aparado em 0 polegada de gordura todos os tipos cru,Meats,180.0,19.7,1.51,10.6,4.066,0.0,64.0,0.45,0,409.0
1707,1708,bife ribeye cap bife desossado separavel apenas magro aparado para 0 polegada de gordura escolha cru,Meats,187.0,19.46,1.75,11.4,4.359,0.0,64.0,0.48,0,453.0
1708,1709,bife ribeye petite roast desossado separavel apenas magro aparado a 0 polegada de gordura selecione cozido assado,Meats,164.0,28.37,0.0,5.65,1.887,0.0,89.0,0.281,0,192.0
1709,1710,bife ribeye petite roast desossado separavel somente magro aparado em 0 polegada de gordura opcao cozido assado,Meats,188.0,28.0,0.0,8.42,3.053,0.0,83.0,0.375,0,297.0
1710,1711,bife role cru,No category,204,30.67,0,9,3.415,0,58,0,3.918,0.347
1711,1712,bife salisbury assado com molho de tomate dieta vegetal refeicao congelada,Meats,106.0,8.84,4.86,5.64,2.185,0.8,30.0,0,0,395.0
1712,1713,bife salisbury banquete com molho tamanho familia congelado sem preparar,Prepared Meals,155.0,6.89,6.96,11.1,4.282,1.0,36.0,0.291,0,1656.0
1713,1714,bife salisbury com macarrao com molho e refeicao congelada com queijo,Meats,202.0,10.35,20.44,8.47,3.19,1.3,23.0,0,0,1132.0
1714,1715,bife salisbury com macarrao molho e refeicao vegetal congelada queijo,Meats,146.0,6.69,11.09,8.45,3.59,1.4,24.0,0,0,1127.0
1715,1716,bife salisbury com molho de batata vegetal congelado refeicao,Meats,147.0,6.93,11.24,8.42,4.178,1.3,40.0,0,0,390.0
1716,1717,bife salisbury com molho de batatas batatas sobremesa vegetal refeicao congelada,Meats,140.0,7.66,12.25,6.74,2.601,0.8,25.0,0,0,706.0
1717,1718,bife salisbury com molho de batatas sopa de legumes ou macarrao com queijo sobremesa refeicao congelada,Meats,111.0,6.67,9.73,4.98,2.21,1.0,21.0,0,0,254.0
1718,1719,bife sem osso saia externa separavel magra e gorda aparada em 0 polegada de gordura todos os tipos crus,Meats,232.0,17.98,0.35,17.59,7.138,0.0,71.0,0.987,0,869.0
1719,1720,bife sem osso saia externa separavel magra e gorda cortada em 0 polegada de gordura crua,Meats,238.0,17.69,0.35,18.44,7.426,0.0,71.0,1.028,0,907.0
1720,1721,bife sem osso saia externa separavel magra e gorda cortada em 0 polegada de gordura selecionada crua,Meats,222.0,18.43,0.36,16.31,6.705,0.0,70.0,0.924,0,813.0
1721,1722,bife sob a lamina bife central desossado denver corte separavel somente magro aparado em 0 polegada de gordura selecione cozido grelhado,Meats,209.0,26.53,0.0,11.46,4.73,0.0,98.0,0.756,0,710.0
1722,1723,bife sob a lamina bife desossado separavel apenas magro aparado em 0 polegada de gordura todos os tipos cozido refogado,Meats,219.0,31.35,0.0,10.41,3.981,0.0,107.0,0.427,0,516.0
1723,1724,bife sob a lamina bife desossado separavel magro e gordura aparados em 0 polegada de gordura selecione cozido refogado,Meats,261.0,29.18,0.0,16.05,6.629,0.0,94.0,0.994,0,1271.0
1724,1725,bife sob a lamina bife desossado separavel magro e gordura aparados em 0 polegada de gordura todos os graus cozido refogado,Meats,275.0,28.23,0.0,18.0,7.256,0.0,96.0,1.043,0,1319.0
1725,1726,bife sob a lamina bife desossado separavel magro e gordura cortado em 0 polegada de gordura opcao cozido refogado,Meats,284.0,27.6,0.0,19.3,7.666,0.0,98.0,1.072,0,1347.0
1726,1727,bife sob a lamina bife desossado separavel somente magro aparado em 0 polegada de gordura opcao cozido refogado,Meats,222.0,30.91,0.0,10.91,4.253,0.0,106.0,0.427,0,508.0
1727,1728,bife sob a lamina bife desossado separavel somente magro aparado em 0 polegada de gordura selecione cozido refogado,Meats,215.0,32.01,0.0,9.66,3.567,0.0,108.0,0.427,0,531.0
1728,1729,bife suico,Meats,131.0,10.82,3.55,8.05,2.597,0.9,31.0,0,0,1102.0
1729,1730,bife suico com molho sem carne,Beans and Lentils,180.0,12.67,14.1,8.07,1.534,4.0,4.0,0,0,3295.0
1730,1731,bife t-bone grelhado,Meats,212.0,27.86,0.0,10.37,4.219,0.0,82.0,0.572,0,542.0
1731,1732,bife t-bone grelhado (escolha),Meats,217.0,27.48,0.0,11.05,4.6,0.0,81.0,0.595,0,583.0
1732,1733,bife tartaro,Meats,197.0,15.67,1.56,13.84,5.207,0.4,157.0,0,0,753.0
1733,1734,bife teriyaki,Prepared Meals,198.0,28.86,1.94,8.25,3.13,0.0,82.0,0,0,336.0
1734,1735,bife vegetal,No category,142.372,18.507,5.803,5.323,0.828,0.44,0,0,1.158,3.018
1735,1736,bife wellington,Meats,368.0,19.1,10.1,27.35,9.55,0.4,83.0,0,0,2966.0
1736,1737,bifes de sanduiche de carne em flocos cortados em forma e fatiados finos crus,Meats,309.0,16.5,0.0,27.0,11.538,0.0,71.0,0,0,488.0
1737,1738,biquinho de peixe marinho cozido a seco calor,Fish,102.0,21.33,0.0,1.17,0.41,0.0,67.0,0,0,41.0
1738,1739,biriba,No category,74,1.65,17.7,0.62,0.07,2.3,0,0,0.01,0.09
1739,1740,biryani com carne,Prepared Meals,144.0,8.4,12.07,6.77,3.019,0.9,29.0,0,0,484.0
1740,1741,biryani com frango,Prepared Meals,102.0,7.04,13.42,2.36,0.963,0.9,25.0,0,0,258.0
1741,1742,bisao cozido,Meats,142.0,28.32,0.0,2.41,0.906,0.0,82.0,0,0,239.0
1742,1743,bisao moido alimentado com capim cozido (bufalo),Meats,179.0,25.45,0.0,8.62,3.489,0.0,71.0,0,0,402.0
1743,1744,bisao moido grelhado na frigideira,Meats,238.0,23.77,0.0,15.13,6.461,0.0,83.0,0,0,711.0
